subj_name,rt,zrt,CT,SC,BL,BF,subj_id,movie_id,lrt
1,830,0.430299416142643,Incongruent,Surprise,2,2,1,9_effect.mov,-0.843273995999663
1,547,-0.659951347026124,Incongruent,No Surprise,2,2,1,7_noeffect.mov,
1,665,-0.205359156022892,Congruent,Surprise,2,2,1,8_effect.mov,
1,727,0.0334943680635513,Congruent,No Surprise,2,2,1,5_noeffect.mov,-3.39637797179038
1,440,-1.07216629988499,Incongruent,No Surprise,2,2,1,2_noeffect.mov,
1,563,-0.598311727907042,Incongruent,No Surprise,2,2,1,5_noeffect.mov,
1,516,-0.779378109069346,Congruent,Surprise,2,2,1,5_effect.mov,
1,859,0.54202122579598,Congruent,Surprise,2,2,1,1_effect.mov,-0.612450116324099
1,460,-0.995116775986133,Congruent,No Surprise,3,3,1,9_noeffect.mov,
1,584,-0.517409727813246,Incongruent,No Surprise,3,3,1,4_noeffect.mov,
1,616,-0.394130489575082,Incongruent,No Surprise,3,3,1,3_noeffect.mov,
1,627,-0.351753251430713,Congruent,No Surprise,3,3,1,3_noeffect.mov,
1,565,-0.590606775517156,Incongruent,No Surprise,3,3,1,8_noeffect.mov,
1,566,-0.586754299322213,Incongruent,Surprise,3,3,1,5_effect.mov,
1,599,-0.459622584889107,Incongruent,No Surprise,3,3,1,2_noeffect.mov,
1,930,0.815547035636907,Incongruent,Surprise,3,3,1,1_effect.mov,-0.203896181531098
1,649,-0.266998775141975,Incongruent,Surprise,3,3,1,8_effect.mov,
1,732,0.0527567490382645,Congruent,No Surprise,3,3,1,2_noeffect.mov,-2.94206357095672
1,778,0.229970654005626,Incongruent,Surprise,3,3,1,7_effect.mov,-1.46980356947929
1,761,0.164478558691601,Congruent,No Surprise,3,3,1,7_noeffect.mov,-1.8049750595723
1,549,-0.652246394636238,Congruent,No Surprise,3,3,1,6_noeffect.mov,
1,699,-0.0743749653948426,Congruent,Surprise,3,3,1,6_effect.mov,
1,712,-0.0242927748605883,Incongruent,Surprise,3,3,1,3_effect.mov,
1,529,-0.729295918535091,Incongruent,No Surprise,3,3,1,9_noeffect.mov,
1,546,-0.663803823221066,Incongruent,No Surprise,3,3,1,9_noeffect.mov,
1,529,-0.729295918535091,Congruent,Surprise,3,3,1,6_effect.mov,
1,1162,1.7093215128636,Congruent,Surprise,3,3,1,1_effect.mov,0.536096515674944
1,531,-0.721590966145206,Incongruent,Surprise,3,3,1,2_effect.mov,
1,617,-0.390278013380139,Congruent,No Surprise,3,3,1,5_noeffect.mov,
1,391,-1.26093763343718,Congruent,Surprise,3,3,1,1_noeffect.mov,
1,662,-0.21691658460772,Congruent,No Surprise,3,3,1,4_noeffect.mov,
1,561,-0.606016680296927,Congruent,No Surprise,3,3,1,4_noeffect.mov,
1,584,-0.517409727813246,Congruent,Surprise,3,3,1,4_effect.mov,
1,475,-0.937329633061994,Congruent,Surprise,3,3,1,8_effect.mov,
1,878,0.61521827349989,Incongruent,Surprise,3,3,1,8_effect.mov,-0.485778157883513
1,611,-0.413392870549795,Incongruent,No Surprise,3,3,1,3_noeffect.mov,
1,549,-0.652246394636238,Congruent,Surprise,3,3,1,3_effect.mov,
1,516,-0.779378109069346,Congruent,No Surprise,3,3,1,3_noeffect.mov,
1,625,-0.359458203820598,Congruent,No Surprise,3,3,1,7_noeffect.mov,
1,517,-0.775525632874403,Incongruent,Surprise,3,3,1,1_effect.mov,
1,458,-1.00282172837602,Incongruent,Surprise,3,3,1,3_effect.mov,
1,648,-0.270851251336917,Incongruent,No Surprise,3,3,1,6_noeffect.mov,
1,776,0.222265701615741,Incongruent,Surprise,3,3,1,7_effect.mov,-1.50388175864383
1,528,-0.733148394730034,Congruent,Surprise,3,3,1,7_effect.mov,
1,582,-0.525114680203131,Congruent,Surprise,3,3,1,3_effect.mov,
1,486,-0.894952394917625,Congruent,No Surprise,3,3,1,6_noeffect.mov,
1,695,-0.0897848701746131,Incongruent,Surprise,3,3,1,5_effect.mov,
1,564,-0.594459251712099,Incongruent,Surprise,3,3,1,6_effect.mov,
1,496,-0.856427632968198,Congruent,Surprise,3,3,1,7_effect.mov,
1,614,-0.401835441964967,Incongruent,No Surprise,3,3,1,6_noeffect.mov,
1,561,-0.606016680296927,Congruent,No Surprise,3,3,1,2_noeffect.mov,
1,567,-0.582901823127271,Incongruent,No Surprise,3,3,1,4_noeffect.mov,
1,632,-0.332490870455999,Incongruent,Surprise,3,3,1,9_effect.mov,
1,548,-0.656098870831181,Incongruent,No Surprise,3,3,1,7_noeffect.mov,
1,792,0.283905320734823,Congruent,Surprise,3,3,1,1_noeffect.mov,-1.25911447409791
1,458,-1.00282172837602,Incongruent,Surprise,3,3,1,6_effect.mov,
1,563,-0.598311727907042,Incongruent,Surprise,3,3,1,2_effect.mov,
1,492,-0.871837537747969,Incongruent,No Surprise,3,3,1,5_noeffect.mov,
1,662,-0.21691658460772,Congruent,Surprise,3,3,1,5_effect.mov,
1,563,-0.598311727907042,Incongruent,Surprise,3,3,1,4_effect.mov,
1,632,-0.332490870455999,Congruent,No Surprise,3,3,1,8_noeffect.mov,
1,533,-0.713886013755321,Incongruent,Surprise,3,3,1,1_noeffect.mov,
1,727,0.0334943680635513,Incongruent,Surprise,3,3,1,8_effect.mov,-3.39637797179038
1,472,-0.948887061646822,Congruent,No Surprise,3,3,1,4_noeffect.mov,
1,415,-1.16847820475855,Congruent,Surprise,3,3,1,6_effect.mov,
1,779,0.233823130200569,Incongruent,No Surprise,3,3,1,6_noeffect.mov,-1.4531903032697
1,532,-0.717738489950263,Congruent,No Surprise,3,3,1,3_noeffect.mov,
1,746,0.106691415767461,Incongruent,No Surprise,3,3,1,4_noeffect.mov,-2.23781457594965
1,499,-0.84487020438337,Incongruent,Surprise,3,3,1,1_effect.mov,
1,645,-0.282408679921745,Congruent,No Surprise,3,3,1,7_noeffect.mov,
1,512,-0.794788013849116,Incongruent,No Surprise,3,3,1,8_noeffect.mov,
1,566,-0.586754299322213,Incongruent,No Surprise,3,3,1,9_noeffect.mov,
1,817,0.380217225608389,Incongruent,Surprise,3,3,1,3_effect.mov,-0.967012543251367
1,594,-0.47888496586382,Congruent,Surprise,3,3,1,1_noeffect.mov,
1,351,-1.41503668123488,Congruent,Surprise,3,3,1,8_effect.mov,
1,456,-1.0105266807659,Congruent,Surprise,3,3,1,3_effect.mov,
1,630,-0.340195822845885,Incongruent,Surprise,3,3,1,5_effect.mov,
1,662,-0.21691658460772,Congruent,Surprise,3,3,1,2_effect.mov,
1,414,-1.17233068095349,Congruent,Surprise,3,3,1,8_effect.mov,
1,464,-0.979706871206363,Incongruent,No Surprise,3,3,1,4_noeffect.mov,
1,726,0.0296418918686087,Incongruent,Surprise,3,3,1,1_effect.mov,-3.51856665236552
1,394,-1.24938020485235,Congruent,No Surprise,3,3,1,6_noeffect.mov,
1,452,-1.02593658554567,Incongruent,Surprise,3,3,1,3_effect.mov,
1,596,-0.471180013473934,Congruent,No Surprise,3,3,1,6_noeffect.mov,
1,644,-0.286261156116688,Congruent,No Surprise,3,3,1,3_noeffect.mov,
1,402,-1.21856039529281,Incongruent,No Surprise,3,3,1,7_noeffect.mov,
1,340,-1.45741391937925,Congruent,No Surprise,4,4,1,4_noeffect.mov,
1,609,-0.42109782293968,Congruent,No Surprise,4,4,1,2_noeffect.mov,
1,512,-0.794788013849116,Incongruent,Surprise,4,4,1,8_effect.mov,
1,486,-0.894952394917625,Congruent,No Surprise,4,4,1,9_noeffect.mov,
1,461,-0.991264299791191,Congruent,Surprise,4,4,1,2_effect.mov,
1,693,-0.0974898225644984,Incongruent,Surprise,4,4,1,7_effect.mov,
1,494,-0.864132585358084,Congruent,No Surprise,4,4,1,8_noeffect.mov,
1,563,-0.598311727907042,Incongruent,Surprise,4,4,1,4_effect.mov,
1,367,-1.3533970621158,Congruent,No Surprise,4,4,1,5_noeffect.mov,
1,593,-0.482737442058762,Incongruent,No Surprise,4,4,1,8_noeffect.mov,
1,496,-0.856427632968198,Incongruent,No Surprise,4,4,1,2_noeffect.mov,
1,529,-0.729295918535091,Congruent,Surprise,4,4,1,4_effect.mov,
1,595,-0.475032489668877,Incongruent,Surprise,4,4,1,3_effect.mov,
1,876,0.607513321110005,Incongruent,Surprise,4,4,1,6_effect.mov,-0.498381176254749
1,498,-0.848722680578313,Incongruent,No Surprise,4,4,1,4_noeffect.mov,
1,494,-0.864132585358084,Congruent,Surprise,4,4,1,5_effect.mov,
1,512,-0.794788013849116,Incongruent,Surprise,4,4,1,4_effect.mov,
1,676,-0.162981917878523,Congruent,Surprise,4,4,1,1_noeffect.mov,
1,488,-0.887247442527739,Congruent,No Surprise,4,4,1,8_noeffect.mov,
1,528,-0.733148394730034,Incongruent,No Surprise,4,4,1,3_noeffect.mov,
1,697,-0.0820799177847278,Congruent,Surprise,4,4,1,1_noeffect.mov,
1,612,-0.409540394354852,Incongruent,Surprise,4,4,1,1_noeffect.mov,
1,532,-0.717738489950263,Congruent,Surprise,4,4,1,3_effect.mov,
1,1044,1.25472932186037,Incongruent,Surprise,4,4,1,9_effect.mov,0.22691986952898
1,562,-0.602164204101984,Incongruent,No Surprise,4,4,1,6_noeffect.mov,
1,578,-0.540524584982902,Incongruent,Surprise,4,4,1,1_effect.mov,
1,562,-0.602164204101984,Congruent,Surprise,4,4,1,6_effect.mov,
1,933,0.827104464221735,Congruent,Surprise,4,4,1,4_effect.mov,-0.189824274859917
1,546,-0.663803823221066,Congruent,Surprise,4,4,1,3_effect.mov,
1,532,-0.717738489950263,Congruent,No Surprise,4,4,1,2_noeffect.mov,
1,513,-0.790935537654173,Congruent,Surprise,4,4,1,7_effect.mov,
1,760,0.160626082496658,Incongruent,Surprise,4,4,1,7_effect.mov,-1.82867608407655
1,578,-0.540524584982902,Incongruent,Surprise,4,4,1,2_effect.mov,
1,546,-0.663803823221066,Incongruent,No Surprise,4,4,1,9_noeffect.mov,
1,597,-0.467327537278992,Congruent,No Surprise,4,4,1,9_noeffect.mov,
1,960,0.931121321485186,Congruent,Surprise,4,4,1,6_effect.mov,-0.0713656971068055
1,528,-0.733148394730034,Congruent,Surprise,4,4,1,1_effect.mov,
1,583,-0.521262204008189,Incongruent,Surprise,4,4,1,2_effect.mov,
1,490,-0.879542490137854,Congruent,No Surprise,4,4,1,5_noeffect.mov,
1,710,-0.0319977272504735,Incongruent,No Surprise,4,4,1,5_noeffect.mov,
1,563,-0.598311727907042,Incongruent,No Surprise,4,4,1,8_noeffect.mov,
1,495,-0.860280109163141,Congruent,No Surprise,4,4,1,7_noeffect.mov,
1,946,0.877186654755989,Congruent,Surprise,4,4,1,1_effect.mov,-0.131035476010594
1,693,-0.0974898225644984,Incongruent,No Surprise,4,4,1,7_noeffect.mov,
1,579,-0.536672108787959,Incongruent,No Surprise,4,4,1,9_noeffect.mov,
1,561,-0.606016680296927,Incongruent,No Surprise,4,4,1,6_noeffect.mov,
1,545,-0.667656299416009,Incongruent,Surprise,4,4,1,1_noeffect.mov,
1,976,0.992760940604268,Congruent,Surprise,4,4,1,7_effect.mov,-0.00726538852858703
1,530,-0.725443442340148,Incongruent,Surprise,4,4,1,5_effect.mov,
1,380,-1.30331487158154,Congruent,No Surprise,4,4,1,4_noeffect.mov,
1,895,0.680710368813915,Congruent,No Surprise,4,4,1,3_noeffect.mov,-0.384618366069081
1,843,0.480381606676898,Congruent,Surprise,4,4,1,8_effect.mov,-0.733174477026161
1,535,-0.706181061365435,Incongruent,Surprise,4,4,1,5_effect.mov,
1,612,-0.409540394354852,Incongruent,Surprise,4,4,1,9_effect.mov,
1,596,-0.471180013473934,Incongruent,No Surprise,4,4,1,3_noeffect.mov,
1,927,0.803989607052079,Congruent,Surprise,4,4,1,9_effect.mov,-0.21816893643886
1,595,-0.475032489668877,Congruent,Surprise,4,4,1,9_effect.mov,
1,492,-0.871837537747969,Congruent,Surprise,4,4,1,5_effect.mov,
1,566,-0.586754299322213,Incongruent,Surprise,4,4,1,6_effect.mov,
1,725,0.0257894156736661,Congruent,No Surprise,4,4,1,9_noeffect.mov,-3.65779111643489
1,613,-0.40568791815991,Incongruent,No Surprise,4,4,1,4_noeffect.mov,
1,563,-0.598311727907042,Congruent,Surprise,4,4,1,5_effect.mov,
1,661,-0.220769060802663,Congruent,Surprise,4,4,1,9_effect.mov,
1,511,-0.798640490044059,Congruent,No Surprise,4,4,1,9_noeffect.mov,
1,472,-0.948887061646822,Incongruent,No Surprise,4,4,1,9_noeffect.mov,
1,579,-0.536672108787959,Congruent,No Surprise,4,4,1,8_noeffect.mov,
1,745,0.102838939572519,Incongruent,Surprise,4,4,1,6_effect.mov,-2.27459120806781
1,492,-0.871837537747969,Incongruent,Surprise,4,4,1,3_effect.mov,
1,545,-0.667656299416009,Congruent,No Surprise,4,4,1,3_noeffect.mov,
1,421,-1.1453633475889,Congruent,Surprise,4,4,1,8_effect.mov,
1,745,0.102838939572519,Incongruent,Surprise,4,4,1,4_effect.mov,-2.27459120806781
1,470,-0.956592014036707,Incongruent,Surprise,4,4,1,7_effect.mov,
1,530,-0.725443442340148,Congruent,Surprise,4,4,1,5_effect.mov,
1,496,-0.856427632968198,Incongruent,No Surprise,4,4,1,9_noeffect.mov,
1,1577,3.30809913376479,Incongruent,Surprise,4,4,1,4_effect.mov,1.19637374459778
1,428,-1.1183960142243,Incongruent,Surprise,4,4,1,7_effect.mov,
3,977,0.996613416799211,Incongruent,Surprise,1,1,3,4_effect.mov,-0.00339233065349682
3,563,-0.598311727907042,Incongruent,Surprise,1,1,3,3_effect.mov,
3,595,-0.475032489668877,Congruent,No Surprise,1,1,3,9_noeffect.mov,
3,710,-0.0319977272504735,Congruent,No Surprise,1,1,3,2_noeffect.mov,
3,545,-0.667656299416009,Congruent,No Surprise,1,1,3,8_noeffect.mov,
3,678,-0.155276965488638,Incongruent,Surprise,1,1,3,2_effect.mov,
3,645,-0.282408679921745,Incongruent,No Surprise,1,1,3,8_noeffect.mov,
3,712,-0.0242927748605883,Congruent,No Surprise,1,1,3,6_noeffect.mov,
3,530,-0.725443442340148,Congruent,Surprise,1,1,3,6_effect.mov,
3,486,-0.894952394917625,Incongruent,No Surprise,1,1,3,9_noeffect.mov,
3,632,-0.332490870455999,Incongruent,No Surprise,1,1,3,2_noeffect.mov,
3,1314,2.29489789449488,Incongruent,Surprise,1,1,3,7_effect.mov,0.830688352106606
3,711,-0.0281452510555309,Congruent,Surprise,1,1,3,6_effect.mov,
3,580,-0.532819632593017,Incongruent,Surprise,1,1,3,1_effect.mov,
3,1029,1.19694217893623,Incongruent,Surprise,1,1,3,1_effect.mov,0.179770120426847
3,678,-0.155276965488638,Incongruent,No Surprise,1,1,3,5_noeffect.mov,
3,578,-0.540524584982902,Incongruent,Surprise,1,1,3,1_noeffect.mov,
3,628,-0.34790077523577,Congruent,Surprise,1,1,3,8_effect.mov,
3,696,-0.0859323939796705,Congruent,Surprise,1,1,3,5_effect.mov,
3,662,-0.21691658460772,Incongruent,Surprise,1,1,3,9_effect.mov,
3,495,-0.860280109163141,Incongruent,Surprise,1,1,3,2_effect.mov,
3,598,-0.463475061084049,Congruent,No Surprise,1,1,3,4_noeffect.mov,
3,695,-0.0897848701746131,Congruent,No Surprise,1,1,3,3_noeffect.mov,
3,470,-0.956592014036707,Congruent,No Surprise,1,1,3,8_noeffect.mov,
3,495,-0.860280109163141,Congruent,No Surprise,1,1,3,9_noeffect.mov,
3,809,0.349397416048848,Congruent,No Surprise,1,1,3,5_noeffect.mov,-1.05154527670493
3,629,-0.344048299040827,Incongruent,No Surprise,1,1,3,6_noeffect.mov,
3,629,-0.344048299040827,Congruent,Surprise,1,1,3,4_effect.mov,
3,612,-0.409540394354852,Congruent,No Surprise,1,1,3,3_noeffect.mov,
3,711,-0.0281452510555309,Incongruent,No Surprise,1,1,3,8_noeffect.mov,
3,546,-0.663803823221066,Congruent,Surprise,1,1,3,4_effect.mov,
3,545,-0.667656299416009,Incongruent,Surprise,1,1,3,8_effect.mov,
3,546,-0.663803823221066,Incongruent,Surprise,1,1,3,8_effect.mov,
3,930,0.815547035636907,Congruent,Surprise,1,1,3,3_effect.mov,-0.203896181531098
3,545,-0.667656299416009,Incongruent,No Surprise,1,1,3,6_noeffect.mov,
3,529,-0.729295918535091,Incongruent,No Surprise,1,1,3,9_noeffect.mov,
3,437,-1.08372372846981,Congruent,Surprise,1,1,3,8_effect.mov,
3,727,0.0334943680635513,Congruent,No Surprise,1,1,3,7_noeffect.mov,-3.39637797179038
3,546,-0.663803823221066,Incongruent,No Surprise,1,1,3,5_noeffect.mov,
