"code","sex","age","BISImAt","BISImpMOT","BISImpNP","BISTOT","NFC","likemagic","surpmagic","predmagic","explA","explB","confmagic","easymagic","howmagic","newmagic","crt1","crt2","crt3","crt4","crt5","crt6","crt7","norm1","norm2","norm3","norm4","norm5","norm6","norm7","normtot","totscien","span_for","span_back","num_ab"
"20SB02",2,19,17,24,28,69,77,3,1,2,2,2,3,4,5,4,47,5,5,5,15,20,2,"1,00","1,00","1,00","0,00","0,00","1,00","0,00","4,00","0,00",NA,NA,7
"76NO14",1,22,NA,NA,NA,NA,NA,5,5,3,2,2,2,4,5,5,47,5,5,4,15,20,3,"1,00","1,00","1,00","1,00","0,00","1,00","1,00","6,00","",NA,NA,NA
"14FV19",1,19,26,23,34,83,51,4,4,3,2,2,3,4,4,3,47,5,100,9,30,10,3,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","3,00","0,00",NA,NA,NA
"84GT10",2,19,NA,NA,NA,NA,NA,4,5,3,2,2,2,2,5,4,24,10,100,6,1,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",6,4,NA
"31EO08",2,19,NA,NA,NA,NA,NA,3,4,1,2,2,5,3,5,2,24,10,100,6,1,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"75PT30",1,18,NA,NA,NA,NA,NA,5,4,3,1,1,3,3,4,4,47,5,5,4,30,0,3,"1,00","1,00","1,00","1,00","0,00","0,00","1,00","5,00","0,00",8,8,6
"31NM31",2,19,14,20,22,56,72,5,5,3,2,2,2,2,5,4,47,5,100,9,30,10,1,"1,00","1,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00",NA,NA,3
"93CR17",2,19,18,23,25,66,51,5,5,3,2,2,3,4,5,5,47,5,5,6,29,20,2,"1,00","1,00","1,00","0,00","1,00","1,00","0,00","5,00","0,00",9,6,NA
"94IR26",2,19,16,17,20,53,74,5,5,2,2,2,2,4,5,5,47,5,20,12,29,20,2,"1,00","1,00","0,00","0,00","1,00","1,00","0,00","4,00","0,00",6,5,5
"00SL29",2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,10,100,6,15,0,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"02EP08",2,19,25,28,26,69,60,4,5,3,2,1,2,4,5,5,47,10,20,4,29,0,3,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","0,00",NA,NA,6
"83GP29",2,18,16,19,30,65,52,4,4,1,2,2,1,4,4,3,47,5,100,9,29,20,2,"1,00","1,00","0,00","0,00","1,00","1,00","0,00","4,00","0,00",7,6,7
"04CR25",2,24,NA,NA,NA,NA,NA,3,3,2,1,1,1,3,3,2,47,5,5,4,NA,20,NA,"1,00","1,00","1,00","1,00","0,00","1,00","0,00","5,00","0,00",NA,NA,NA
"70MM15",1,19,21,20,21,62,68,5,5,3,2,1,2,4,4,5,47,5,5,4,29,20,3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","7,00","1,00",NA,NA,7
"97LV04",2,19,15,23,26,64,64,5,5,5,2,2,2,3,5,5,47,10,5,12,15,10,2,"1,00","0,00","1,00","0,00","0,00","0,00","0,00","2,00","",6,6,4
"51AS20",2,18,13,17,22,52,45,4,5,2,1,1,1,5,3,3,47,10,5,4,29,20,3,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","6,00","1,00",NA,NA,5
"65VV11",2,23,14,18,19,51,73,4,4,3,1,1,2,4,5,4,47,5,20,4,29,20,3,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","6,00","",7,5,NA
"32CP18",2,19,NA,NA,NA,NA,NA,4,4,2,3,3,3,3,4,4,47,10,NA,9,29,20,NA,"1,00","0,00","0,00","0,00","1,00","1,00","0,00","3,00","0,00",NA,NA,NA
"17DP05",2,19,16,24,30,70,54,5,5,5,2,2,3,1,5,5,24,10,500,4,15,20,3,"0,00","0,00","0,00","1,00","0,00","1,00","1,00","3,00","0,00",6,4,7
"53CR15",2,18,18,17,20,55,75,4,4,3,2,1,2,2,4,3,4,5,100,1,29,NA,3,"0,00","1,00","0,00","0,00","1,00","0,00","1,00","3,00","",7,4,6
"21CP07",2,18,19,19,21,59,60,4,4,2,2,2,2,3,3,3,47,5,100,12,30,10,3,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","3,00","0,00",NA,NA,7
"93GR22",2,19,14,15,20,49,69,4,4,1,2,2,4,3,4,3,12,5,100,2,5,20,3,"0,00","1,00","0,00","0,00","0,00","1,00","1,00","3,00","0,00",7,4,7
"95MP28",2,18,21,20,32,73,59,3,3,4,2,2,3,4,3,3,47,10,5,4,30,20,2,"1,00","0,00","1,00","1,00","0,00","1,00","0,00","4,00","1,00",NA,NA,6
"66BT02",2,19,23,21,21,65,67,4,5,3,2,1,NA,4,5,4,47,5,5,4,29,0,3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","0,00",8,7,7
"14BT16",2,18,14,20,24,58,67,5,5,2,2,2,2,4,5,5,12,10,100,9,1,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",6,6,NA
"16LT14",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,5,9,29,10,3,"0,00","1,00","1,00","0,00","1,00","0,00","1,00","4,00","1,00",NA,NA,NA
"41SM09",2,19,16,24,26,66,62,5,5,4,2,2,3,3,5,5,47,10,5,9,29,20,2,"1,00","0,00","1,00","0,00","1,00","1,00","0,00","4,00","0,00",NA,NA,NA
"83MR20",1,21,NA,NA,NA,NA,NA,5,5,1,1,1,2,3,5,5,47,5,500,11,29,20,3,"1,00","1,00","0,00","0,00","1,00","1,00","1,00","5,00","0,00",NA,NA,NA
"26GV10",1,20,NA,NA,NA,NA,NA,5,5,3,2,2,2,3,4,4,47,5,5,12,15,10,2,"1,00","1,00","1,00","0,00","0,00","0,00","0,00","3,00","0,00",8,7,6
"16AP06",2,20,22,18,29,69,49,4,5,1,2,2,3,4,5,5,12,5,5,6,1,20,2,"0,00","1,00","1,00","0,00","0,00","1,00","0,00","3,00","0,00",6,5,7
"16AB04",2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,100,2,15,10,NA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"91GM12",1,20,NA,NA,NA,NA,NA,5,5,4,2,2,2,4,5,5,47,5,5,9,15,0,3,"1,00","1,00","1,00","0,00","0,00","0,00","1,00","4,00","0,00",NA,NA,5
"50AL11",2,19,16,20,26,62,67,4,4,1,2,2,2,3,4,3,12,5,100,9,15,0,3,"0,00","1,00","0,00","0,00","0,00","0,00","1,00","2,00","0,00",NA,NA,6
"08MR22",2,20,16,18,23,57,69,4,4,3,2,1,3,4,5,5,47,10,100,4,30,20,3,"1,00","0,00","0,00","1,00","0,00","1,00","1,00","4,00","1,00",NA,NA,NA
"36ER25",2,20,18,19,20,57,60,NA,3,1,3,3,NA,3,3,4,NA,5,100,NA,15,20,NA,"0,00","1,00","0,00","0,00","0,00","1,00","0,00","2,00","1,00",NA,NA,NA
"04FP17",2,19,NA,NA,NA,NA,NA,5,5,3,2,2,2,2,5,5,47,5,100,4,15,0,3,"1,00","1,00","0,00","1,00","0,00","0,00","1,00","4,00","",NA,NA,NA
"49CR13",2,20,15,17,20,52,63,4,4,1,2,2,2,4,5,5,24,10,100,0,15,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00",NA,NA,NA
"89EP16",2,20,NA,NA,NA,NA,NA,5,3,4,2,2,3,4,5,4,24,5,100,4,30,10,1,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","2,00","1,00",NA,NA,NA
"89NT09",2,19,17,24,25,66,65,5,4,2,2,2,2,2,5,5,47,5,100,6,30,30,2,"1,00","1,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00",NA,NA,NA
"94MV15",1,20,18,19,31,68,67,5,5,1,1,1,2,3,5,4,47,5,5,4,29,20,3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","7,00","0,00",NA,NA,4
"66VR26",2,19,12,14,16,42,80,4,4,5,2,2,1,3,3,4,47,10,100,3,15,10,2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",6,4,NA
"65CO11",2,20,16,17,20,53,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,100,12,30,20,3,"1,00","0,00","0,00","0,00","0,00","1,00","1,00","3,00","0,00",NA,NA,5
"34SM05",2,20,NA,NA,NA,NA,NA,3,4,3,2,2,2,4,3,3,1,5,1,3,1,20,3,"0,00","1,00","0,00","0,00","0,00","1,00","1,00","3,00","0,00",NA,NA,NA
"88FT05",1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,500,3,15,10,2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"30SP30",2,20,12,16,25,53,59,4,4,1,2,2,1,3,4,3,47,10,100,6,NA,20,2,"1,00","0,00","0,00","0,00","0,00","1,00","0,00","2,00","0,00",6,5,NA
"87MP28",1,19,16,20,29,65,73,4,4,NA,2,2,1,2,5,5,24,10,NA,9,15,0,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,NA
"04LT21",2,19,15,17,28,60,52,4,5,2,1,1,2,3,5,3,47,5,5,6,29,20,3,"1,00","1,00","1,00","0,00","1,00","1,00","1,00","6,00","0,00",6,5,NA
"60MR08",2,19,NA,NA,NA,NA,NA,4,5,1,2,2,2,3,5,5,24,10,100,9,NA,20,3,"0,00","0,00","0,00","0,00","0,00","1,00","1,00","2,00","0,00",NA,NA,NA
"58SL13",2,19,15,16,25,56,72,4,4,3,2,2,2,4,5,4,4,10,100,12,1,0,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00",NA,NA,NA
"95ML13",1,19,NA,NA,NA,NA,NA,5,5,1,3,3,1,4,5,5,24,10,100,6,30,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",NA,NA,6
"27RL07",2,19,NA,NA,NA,NA,NA,5,5,3,2,2,2,2,5,5,24,10,NA,NA,15,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"38SP11",2,19,NA,NA,NA,NA,NA,5,5,5,2,2,3,5,5,5,47,10,5,11,29,10,2,"1,00","0,00","1,00","0,00","1,00","0,00","0,00","3,00","2,00",NA,NA,5
"95EZ15",1,22,18,24,18,60,83,4,4,1,2,2,4,3,5,5,47,10,5,12,15,30,3,"1,00","0,00","1,00","0,00","0,00","0,00","1,00","3,00","1,00",6,4,6
"13LM12",1,22,26,21,24,71,69,3,3,4,1,1,3,2,4,4,24,105,5,4,29,20,3,"0,00","0,00","1,00","1,00","1,00","1,00","1,00","5,00","",NA,NA,6
"58RP25",2,18,NA,NA,NA,NA,NA,4,5,3,2,2,3,5,5,5,24,10,5,9,16,20,2,"0,00","0,00","1,00","0,00","0,00","1,00","0,00","2,00","0,00",NA,NA,NA
"78MP26",1,19,17,15,17,49,75,5,4,3,2,1,3,4,5,4,47,10,100,4,15,0,3,"1,00","0,00","0,00","1,00","0,00","0,00","1,00","3,00","1,00",6,6,3
"39CT20",2,19,16,15,22,63,80,4,5,4,2,1,2,2,5,5,24,5,100,4,30,20,2,"0,00","1,00","0,00","1,00","0,00","1,00","0,00","3,00","0,00",NA,NA,6
"29SM06",2,20,16,19,25,60,71,5,4,4,2,2,2,3,5,5,24,10,5,9,30,20,3,"0,00","0,00","1,00","0,00","0,00","1,00","1,00","3,00","",NA,NA,6
"34GP27",1,19,NA,NA,NA,NA,NA,5,4,4,1,1,2,4,5,5,47,10,5,9,29,20,3,"1,00","0,00","1,00","0,00","1,00","1,00","1,00","5,00","2,00",NA,NA,6
"61CM28",2,19,17,16,21,54,78,4,4,4,3,3,2,2,5,4,24,10,100,9,1,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,6
"02EM10",2,18,15,21,19,55,72,3,4,2,2,2,3,4,4,3,20,10,100,9,30,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,4
"21ES18",1,20,NA,NA,NA,NA,NA,4,4,2,1,1,3,2,4,4,47,5,5,24,29,10,3,"1,00","1,00","1,00","0,00","1,00","0,00","1,00","5,00","0,00",NA,NA,6
"35BS12",2,19,NA,NA,NA,NA,NA,5,5,1,3,3,NA,2,5,5,24,10,100,NA,15,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"69SS30",1,23,NA,NA,NA,NA,NA,5,5,2,2,2,3,4,4,4,47,5,100,NA,30,20,NA,"1,00","1,00","0,00","0,00","0,00","1,00","0,00","3,00","",NA,NA,5
"04NS03",2,19,NA,NA,NA,NA,NA,5,5,1,2,2,3,2,5,5,24,10,100,2,1,10,3,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","",NA,NA,7
"95LS24",1,22,15,19,20,54,76,5,5,4,2,2,2,2,5,5,24,5,5,24,30,0,2,"0,00","1,00","1,00","0,00","0,00","0,00","0,00","2,00","0,00",6,6,6
"62LM28",2,22,16,23,27,66,60,5,5,5,2,2,4,3,5,5,47,10,5,9,1,10,2,"1,00","0,00","1,00","0,00","0,00","0,00","0,00","2,00","",NA,NA,NA
"37DR11",2,20,NA,NA,NA,NA,NA,4,3,3,1,1,2,3,3,3,47,5,100,4,29,20,3,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","6,00","1,00",8,6,7
"52SP28",2,21,14,13,18,45,73,5,4,3,2,2,3,4,5,5,24,10,100,9,15,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",6,7,NA
"08MS24",2,20,12,16,23,51,70,5,5,2,2,2,3,5,5,5,24,10,100,9,15,10,3,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00",NA,NA,5
"43CP19",2,19,NA,NA,NA,NA,NA,3,5,2,2,2,3,3,3,3,24,10,20,72,1,10,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",5,5,7
"33MN25",1,19,NA,NA,NA,NA,NA,4,1,1,3,3,5,2,5,5,47,5,5,4,30,20,3,"1,00","1,00","1,00","1,00","0,00","1,00","1,00","6,00","",9,8,NA
"98IN03",2,19,NA,NA,NA,NA,NA,3,4,1,2,2,3,2,4,3,24,10,100,3,15,20,3,"0,00","0,00","0,00","0,00","0,00","1,00","1,00","2,00","",NA,NA,NA
"52AM23",2,19,NA,NA,NA,NA,NA,4,5,3,2,2,2,2,5,3,24,12,100,9,30,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA
"38IP04",2,19,NA,NA,NA,NA,NA,4,3,2,2,2,NA,4,3,3,24,10,100,9,15,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",NA,NA,NA
"08AZ09",1,19,24,24,31,79,54,3,4,4,1,1,5,5,5,3,47,5,100,9,29,NA,3,"1,00","1,00","0,00","0,00","1,00","0,00","1,00","4,00","0,00",NA,NA,NA
"30AP09",2,19,17,12,13,42,79,5,5,1,1,1,2,3,5,5,47,5,5,4,29,20,2,"1,00","1,00","1,00","1,00","1,00","1,00","0,00","6,00","2,00",6,8,6
"36MP10",2,18,18,22,29,69,45,3,3,1,2,2,5,3,4,4,24,10,100,9,15,0,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,5
"91IP16",2,21,11,15,20,46,84,5,5,5,2,2,2,3,5,5,24,10,100,NA,15,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,5
"08FP13",2,19,14,20,29,63,67,4,5,1,2,2,3,1,5,4,24,10,100,9,30,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,4
"68PT15",1,21,NA,NA,NA,NA,NA,3,4,2,3,3,4,4,5,3,24,100,25,6,1,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",NA,NA,NA
"63AP11",2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,5,6,15,0,2,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"91CL21",2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,NA,6,30,0,1,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"18CM21",2,20,14,17,29,60,48,3,4,2,2,2,3,4,4,3,24,10,100,12,45,0,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","",5,4,5
"03VP10",2,19,17,22,30,69,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,10,100,4,30,10,2,"1,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","0,00",NA,NA,NA
"45GS30",2,19,15,26,35,76,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,10,10,3,29,10,1,"1,00","0,00","0,00","0,00","1,00","0,00","0,00","2,00","0,00",NA,NA,NA
"35CN03",2,19,13,15,23,51,63,5,4,2,3,3,4,3,5,2,NA,NA,NA,12,NA,0,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00",NA,NA,2
"69TP02",1,20,17,19,23,59,60,4,4,3,1,1,2,4,4,5,24,10,5,12,30,20,2,"0,00","0,00","1,00","0,00","0,00","1,00","0,00","2,00","1,00",NA,NA,6
"58VP23",2,19,25,20,34,79,72,4,3,3,3,3,NA,4,4,3,24,10,100,12,15,10,3,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00",6,5,NA
"26EP27",2,19,NA,NA,NA,NA,NA,3,4,4,1,1,3,4,3,2,47,5,100,4,29,0,3,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","5,00","1,00",8,4,NA
"59MM17",2,19,15,26,32,73,70,5,5,4,2,2,2,2,5,4,12,5,5,6,15,20,1,"0,00","1,00","1,00","0,00","0,00","1,00","0,00","3,00","",8,7,6
"91SN07",2,18,14,17,18,49,67,3,3,2,3,3,3,4,4,2,24,10,100,12,15,80,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,5
"44LL01",2,27,NA,NA,NA,NA,NA,4,4,2,2,2,2,4,4,4,24,10,100,6,15,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,5
"64NN14",2,19,NA,NA,NA,NA,NA,3,4,1,2,2,3,2,4,3,24,10,100,12,30,10,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,6
"66AN21",2,19,NA,NA,NA,NA,NA,5,3,4,1,1,2,2,5,5,47,5,5,4,29,0,3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","",NA,NA,NA
"16MM05",2,20,NA,NA,NA,NA,NA,4,5,1,3,3,3,3,5,5,24,10,100,6,30,20,2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",NA,NA,NA
"53MP01",2,19,12,17,20,49,71,5,5,3,2,2,2,NA,5,5,24,10,100,NA,15,10,3,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00",NA,NA,3
"63EM30",2,20,NA,NA,NA,NA,NA,4,4,3,2,2,2,3,4,4,24,5,100,4,30,20,3,"0,00","1,00","0,00","1,00","0,00","1,00","1,00","4,00","0,00",NA,NA,NA
"66GM27",2,20,13,20,26,59,67,5,5,3,2,2,1,3,5,5,47,10,100,4,30,0,2,"1,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","0,00",5,5,5
"33AS09",2,21,16,19,26,61,64,5,5,5,1,1,2,4,5,5,47,5,5,4,30,20,3,"1,00","1,00","1,00","1,00","0,00","1,00","1,00","6,00","1,00",7,5,6
"60LP22",1,20,21,18,24,63,63,4,4,2,2,2,1,4,5,3,24,5,5,9,30,0,3,"0,00","1,00","1,00","0,00","0,00","0,00","1,00","3,00","0,00",7,5,5
"93ES15",2,20,15,16,27,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,5,12,1,20,1,"0,00","1,00","1,00","0,00","0,00","1,00","0,00","3,00","0,00",NA,NA,NA
"13MS25",2,21,NA,NA,NA,NA,NA,5,4,4,3,3,1,4,5,5,47,5,5,4,30,20,3,"1,00","1,00","1,00","1,00","0,00","1,00","1,00","6,00","0,00",NA,NA,NA
"10AM01",2,20,NA,NA,NA,NA,NA,4,4,2,3,3,NA,1,4,NA,47,5,5,4,30,20,3,"1,00","1,00","1,00","1,00","0,00","1,00","1,00","6,00","0,00",NA,NA,NA
"22ML14",1,46,14,16,21,51,71,4,4,NA,2,2,2,4,5,4,24,5,100,9,30,10,3,"0,00","1,00","0,00","0,00","0,00","0,00","1,00","2,00","0,00",NA,NA,4
"29LV17",2,19,18,19,27,64,65,3,4,3,2,2,2,4,4,3,4,5,20,9,1,10,2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",6,6,NA
"08SR29",2,19,NA,NA,NA,NA,NA,4,5,2,2,2,3,2,4,4,12,5,5,24,15,20,2,"0,00","1,00","1,00","0,00","0,00","1,00","0,00","3,00","0,00",NA,NA,6
"04AS21",2,22,NA,NA,NA,NA,NA,5,4,4,2,2,2,3,5,5,47,5,100,6,30,0,3,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","3,00","0,00",NA,NA,NA
"17NS01",2,18,16,17,27,60,60,4,4,2,3,3,3,5,3,3,47,5,5,4,30,10,2,"1,00","1,00","1,00","1,00","0,00","0,00","0,00","4,00","",9,8,6
"89LP16",2,19,NA,NA,NA,NA,NA,4,4,4,2,2,2,4,5,5,24,5,100,2,1,20,2,"0,00","1,00","0,00","0,00","0,00","1,00","0,00","2,00","1,00",NA,NA,5
"44SP13",2,18,NA,NA,NA,NA,NA,3,4,3,2,2,2,2,4,3,47,10,100,9,15,0,2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",7,7,6
"50EP07",2,20,NA,NA,NA,NA,NA,5,5,1,1,1,3,3,5,5,47,5,5,0,1,10,2,"1,00","1,00","1,00","0,00","0,00","0,00","0,00","3,00","2,00",NA,NA,6
"76BS07",2,19,NA,NA,NA,NA,NA,5,4,5,2,2,3,5,5,5,36,5,100,8,30,10,2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00",NA,NA,6
"54CP08",2,19,17,21,27,65,74,3,4,1,2,2,3,3,5,4,24,5,20,4,30,0,2,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","2,00","0,00",NA,NA,5
"05GR21",2,20,22,16,21,59,59,4,4,3,2,2,1,3,4,4,24,10,100,12,30,20,3,"0,00","0,00","0,00","0,00","0,00","1,00","1,00","2,00","2,00",6,5,NA
"92NP01",2,19,15,14,21,50,66,4,4,4,2,2,1,4,4,4,24,10,100,6,15,20,1,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00",4,4,4
"34AM03",2,18,18,21,23,62,62,4,4,2,2,2,3,4,5,4,24,10,100,2,30,0,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",7,6,2
"01GP09",2,25,NA,NA,NA,NA,NA,5,2,5,2,2,4,4,5,5,47,5,100,3,29,20,2,"1,00","1,00","0,00","0,00","1,00","1,00","0,00","4,00","0,00",NA,NA,NA
"57SM09",2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,5,100,9,29,10,3,"1,00","1,00","0,00","0,00","1,00","0,00","1,00","4,00","0,00",NA,NA,NA
"59GM05",2,19,14,19,28,61,56,5,5,2,2,2,NA,4,5,4,47,5,5,12,29,10,1,"1,00","1,00","1,00","0,00","1,00","0,00","0,00","4,00","0,00",8,6,6
"58PS18",1,19,15,18,20,53,63,1,3,3,2,2,3,4,3,3,47,5,100,4,30,10,3,"1,00","1,00","0,00","1,00","0,00","0,00","1,00","4,00","",5,5,6
"73EM25",2,19,NA,NA,NA,NA,NA,4,4,3,2,2,5,2,4,3,47,5,100,9,30,10,3,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","3,00","0,00",5,4,4
"28AS02",2,20,NA,NA,NA,NA,NA,5,4,1,2,2,5,4,5,5,47,10,5,NA,30,30,1,"1,00","0,00","1,00","0,00","0,00","0,00","0,00","2,00","0,00",NA,NA,NA
"97VP01",2,18,NA,NA,NA,NA,NA,4,3,2,2,2,2,3,5,4,47,5,100,9,15,0,2,"1,00","1,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00",NA,NA,4
"19LP13",2,19,15,18,23,56,70,5,4,2,2,2,2,2,5,5,47,10,100,9,16,10,3,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","2,00","0,00",NA,NA,6
"44CL06",2,18,19,26,28,73,47,4,5,3,2,2,2,4,4,4,20,10,100,6,15,90,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,6
"78ST25",2,18,NA,NA,NA,NA,NA,4,4,2,2,2,2,4,4,3,24,10,500,12,15,0,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,6
"41AL24",2,19,16,27,30,73,57,4,5,2,2,2,1,3,4,4,47,10,100,12,30,20,2,"1,00","0,00","0,00","0,00","0,00","1,00","0,00","2,00","0,00",NA,NA,NA
"89MP19",2,19,NA,NA,NA,NA,NA,3,3,1,2,2,3,3,3,2,47,90,100,12,1,100,2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,NA
"54VV12",2,18,16,16,22,54,62,4,4,2,2,2,3,4,5,5,48,5,5,6,15,10,3,"0,00","1,00","1,00","0,00","0,00","0,00","1,00","3,00","0,00",NA,NA,6
"90CT04",2,20,18,15,22,55,64,5,5,1,3,3,1,2,3,3,47,5,5,9,29,20,3,"1,00","1,00","1,00","0,00","1,00","1,00","1,00","6,00","0,00",6,6,NA
"54GR24",2,21,NA,NA,NA,NA,NA,3,3,4,2,2,3,2,5,5,47,5,5,9,30,10,1,"1,00","1,00","1,00","0,00","0,00","0,00","0,00","3,00","0,00",NA,NA,NA
"44AS03",1,20,NA,NA,NA,NA,NA,5,5,3,2,2,3,4,5,5,47,10,100,4,15,20,3,"1,00","0,00","0,00","1,00","0,00","1,00","1,00","4,00","",NA,NA,4
"07GP10",2,19,15,24,27,66,78,4,4,5,2,2,3,4,5,5,24,10,500,4,28,10,2,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","",6,5,7
"28AS19",2,20,20,20,23,63,65,4,5,1,2,2,4,4,5,5,47,105,100,12,30,10,2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",NA,NA,6
"86FM21",1,19,14,22,23,59,68,4,5,4,2,2,4,4,5,5,47,5,100,4,30,10,2,"1,00","1,00","0,00","1,00","0,00","0,00","0,00","3,00","1,00",NA,NA,6
"58CS28",2,19,NA,NA,NA,NA,NA,5,4,4,2,2,4,4,5,5,12,5,5,9,30,20,3,"0,00","1,00","1,00","0,00","0,00","1,00","1,00","4,00","0,00",NA,NA,6
"55RP22",1,18,NA,NA,NA,NA,NA,4,4,3,2,2,3,2,4,3,47,10,100,0,30,0,2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00",NA,NA,NA
"88EM29",2,19,16,22,30,68,52,4,4,3,3,3,2,3,5,4,47,5,100,9,30,20,2,"1,00","1,00","0,00","0,00","0,00","1,00","0,00","3,00","",NA,NA,NA
